sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,population
IND0193,16.039137,-3.7812958,10.151618,-3.3133593,7.9782553,2.6161687,0.45926812,3.262931,-10.224589,-6.61905,POP_B
IND0194,13.436355,-0.9054238,-4.498221,2.5433357,5.178041,3.780707,1.9156318,-2.7885532,-4.93279,-1.6574512,POP_B
IND0195,17.221342,0.8944428,1.0540357,1.4443336,-6.3101473,2.7725618,3.0613356,-0.21078107,-1.5656059,-0.10058042,POP_B
IND0196,13.037452,-0.8545139,-1.5488125,6.128149,-3.9708378,-2.181692,3.3123345,-3.0948014,-0.16131388,-2.0630817,POP_B
IND0197,17.438086,-0.3121889,15.030317,-8.183662,-2.171822,3.461931,-3.1991472,-7.239441,10.9583645,7.015347,POP_B
IND0198,-2.7644095,4.1229687,-9.082729,-5.1316957,-6.0652733,7.7407327,-21.014181,11.448616,-4.2873697,0.13320266,POP_B
IND0199,16.088144,-0.017665174,-3.7311132,5.2732773,-11.665787,-1.0309094,5.40057,4.5046096,-8.926695,4.4220915,POP_B
IND0200,15.23268,0.17018932,-2.1820936,4.502927,-2.0804577,-1.7284733,3.931033,4.4599977,-1.0369883,3.3141975,POP_B
IND0201,13.741424,1.4271762,-5.913005,1.8972261,5.438449,1.7092386,-10.715043,-12.192605,-0.050178904,-8.163915,POP_B
IND0202,13.578703,-4.1790967,-11.703676,8.055789,5.762544,4.300266,-0.9222618,-4.6565905,-11.301297,11.40832,POP_B
IND0203,13.003624,-0.2576423,8.051583,-6.2598467,0.18436441,0.23327447,-5.2332716,-0.22177227,-5.5711617,0.5922717,POP_B
IND0204,16.326588,3.4830637,0.3285655,0.07167918,-0.28215224,-2.7377188,2.9464178,-0.3549965,-0.07990794,-10.6182575,POP_B
IND0205,15.522164,-1.0275501,1.689936,2.3265564,-1.6509972,-1.1840723,3.6963828,0.7274861,-0.1780121,-3.4090662,POP_B
IND0206,16.877918,2.593911,-8.337803,6.282727,0.073383726,4.6679125,-2.9860282,1.5789354,-9.057316,0.167836,POP_B
IND0207,15.993638,3.6104321,3.0757737,-1.3415018,-7.2363577,1.0093743,-1.7493234,-1.1814147,15.107561,6.025968,POP_B
IND0208,16.84282,-4.933704,9.161009,-11.586213,26.750679,-4.4119043,4.232634,12.556232,-16.436806,-13.201167,POP_B
IND0209,15.307697,1.6385483,-13.480637,6.0946403,-1.2881824,1.3417029,-5.642411,1.8144841,-11.014748,2.3745666,POP_B
IND0210,14.588435,1.5696521,-3.4475124,7.2569675,-2.9811268,-1.4750448,3.2631097,-0.54727703,-1.6397606,5.512761,POP_B
IND0211,13.172171,0.46670133,-3.2014077,2.2826247,2.2957199,-1.2394873,-2.135606,-6.359103,1.5823921,7.857532,POP_B
IND0212,14.332387,1.5640668,-5.308763,8.863251,-4.777042,1.0851014,2.0327568,-6.947168,-5.4149776,-3.751998,POP_B
IND0213,12.180751,-0.51454264,0.98878944,0.17370793,1.582734,3.0356991,-3.7077954,-1.6874344,-2.683079,1.8855965,POP_B
IND0214,14.507993,-2.0673583,-6.316681,6.175578,-6.2766614,-3.8772886,0.9077482,-0.8543299,-8.984951,-5.8709974,POP_B
IND0215,13.969518,1.6805141,2.5364234,-2.4770956,-6.453336,-2.4137304,-0.981798,8.983263,1.6758064,0.111768514,POP_B
IND0216,14.514977,3.2996814,-0.62631166,6.595027,-5.613885,-5.0789366,4.56374,-9.070281,1.6555909,-5.4874463,POP_B
IND0217,14.249669,2.8545794,0.297339,2.1484685,-0.041598838,-7.64195,2.2665472,-5.113499,-9.438875,-9.58677,POP_B
IND0218,16.438246,-1.5790424,-2.9720597,4.1814094,0.12541412,-1.8246717,1.457326,-1.8220406,-2.1407602,2.180239,POP_B
IND0219,17.043627,-2.0709794,-1.7024124,-0.108495295,-8.6803255,-2.3901305,7.6140394,1.4632902,0.41329414,3.7249815,POP_B
IND0220,15.859158,-0.3524795,-22.356022,0.80957246,14.4073925,-3.863032,-14.206266,-17.789865,17.462473,-11.280757,POP_B
IND0221,16.91034,-3.1196358,8.692455,-3.5916188,9.675878,1.5360979,0.14529288,-3.0188737,-2.4202583,3.2512412,POP_B
IND0222,14.5561905,0.3054643,3.122796,2.935311,-13.390957,-2.7115273,6.928541,1.6084111,11.53822,11.580281,POP_B
IND0223,15.823206,-6.425916,4.2498217,1.9864634,-2.4961767,3.439162,11.127907,-0.9033356,-9.658545,-3.3081338,POP_B
IND0224,3.4070199,5.3670783,-10.576591,2.0449264,-6.246815,9.794838,-13.887302,12.634327,-9.519995,3.8009505,POP_B
IND0225,13.0639105,-0.61805063,4.275748,-2.2683508,-6.9471207,2.3462405,1.8685127,-1.1066092,2.7170136,0.52175254,POP_B
IND0226,15.486478,1.5730759,4.160537,-0.62656087,-8.928316,1.5967238,3.5960054,0.052075617,11.460355,3.7291865,POP_B
IND0227,16.648045,-1.5538828,-15.8388815,-4.4981,14.43137,-10.235663,0.099138856,-0.020440606,29.184702,3.1716607,POP_B
IND0228,13.932531,1.5885576,-1.4544356,-2.0958273,-8.875886,0.81113744,-6.37925,-1.5043411,3.2967823,-1.1208918,POP_B
IND0229,15.821796,-1.6750844,-6.006823,5.330029,-4.1291413,2.7623467,2.2272186,-3.8350146,-0.04820989,-1.2869873,POP_B
IND0230,14.882689,1.361197,-15.57134,13.271629,9.065925,4.143222,-4.9018617,-6.9153657,-10.409561,2.8921916,POP_B
IND0231,13.562425,1.7858812,-4.632267,8.423507,-12.336162,0.89121485,2.6477861,8.017939,-3.5957317,0.1541797,POP_B
IND0232,12.344302,-2.5473669,10.915526,-9.821667,4.4541016,0.48217136,-5.309667,-6.8506494,-3.7586796,2.9307504,POP_B
IND0233,13.8916445,2.709005,-1.9631923,1.0193129,6.5936985,-2.1456056,-0.98238635,-5.907304,-9.627011,-1.2661015,POP_B
IND0234,16.055775,-1.8247259,-1.5145329,-4.7354198,10.11761,-3.60276,4.8441644,4.1950736,-3.73747,5.5546913,POP_B
IND0235,15.083237,2.709555,-0.8240763,1.2521013,-5.534016,3.148054,-0.040005006,3.2918768,-0.82108206,-0.3467877,POP_B
IND0236,15.574844,-3.8585188,10.434646,-10.770273,20.166142,-1.9990146,-6.181642,5.089669,-7.667774,-14.670062,POP_B
IND0237,18.270111,2.4560826,2.9606361,-0.7150468,-3.4357023,-3.5896044,3.6066284,0.8869207,18.548748,5.480629,POP_B
IND0238,12.369644,-1.3520888,1.2962879,0.024940269,1.5474933,-0.81306547,3.6039662,0.06952504,-3.4101868,2.3716843,POP_B
IND0239,18.778936,0.5216253,-6.632548,16.09044,-12.580472,4.0534825,6.3471055,5.950103,-10.100429,8.901079,POP_B
IND0240,15.23057,-0.19281979,18.124424,-12.320934,-6.7332315,5.323408,-7.237882,-0.57534677,5.724258,0.80926687,POP_B
IND0241,13.470449,-1.0295154,-3.8704906,3.1832883,-1.2226893,-5.0242896,1.6425261,4.1402273,-9.464206,-8.790249,POP_B
IND0242,15.262806,-3.6949863,24.693844,-20.620516,13.844662,4.7117243,-8.983457,-13.75763,3.797432,11.930127,POP_B
IND0243,14.728433,0.492119,-5.1018267,-4.23986,5.974428,-7.130061,-3.9176307,1.2006109,10.621666,-5.1398726,POP_B
IND0244,12.780726,0.82485837,-5.760915,1.1300169,13.380226,-1.137895,3.816378,-1.897061,-2.0062578,2.7393384,POP_B
IND0245,13.110915,-1.882047,0.8062426,-2.111636,-2.817895,0.6110125,0.24732344,-6.2266064,0.45073777,3.8848593,POP_B
IND0246,17.194567,-2.3969047,-1.9722126,-2.9472165,15.391868,-4.4695115,13.023164,22.051283,4.6296463,13.974931,POP_B
IND0247,15.461301,-0.12289748,-2.0391378,0.3135892,5.7179875,-1.8776482,-1.7394582,0.7650053,7.4071326,1.338155,POP_B
IND0248,14.285401,-0.09774225,-8.504366,5.89619,-5.6975203,5.141282,4.2038364,-5.3947163,-1.6501222,5.792772,POP_B
IND0249,15.668222,0.39948,-11.363673,8.842513,3.7628286,4.3638873,2.3405445,-1.998273,1.4049499,0.44840157,POP_B
IND0250,17.043653,2.6025772,6.3236084,3.0583584,-7.9542437,0.7168173,4.13341,4.359933,-1.6703537,-1.9318833,POP_B
IND0251,10.599749,-1.6170672,1.8195193,-3.0188582,-0.9288896,-4.5958543,1.6333126,10.758876,9.775678,10.4865675,POP_B
IND0252,18.132895,-3.617874,5.1841335,4.4460483,-2.69439,-1.3276107,11.454624,2.9387429,-12.604481,-7.7940235,POP_B
IND0253,15.864261,4.4411926,2.0230703,1.3076586,0.83533597,-0.44264695,-0.4163354,2.8197505,-7.6627264,0.8096206,POP_B
IND0254,13.685396,-1.444976,1.9621003,3.301926,-8.85397,-3.7035987,10.36988,4.1528087,7.145634,10.386594,POP_B
IND0255,17.688456,1.5158935,14.09009,-9.003434,-1.2678258,1.0874575,1.9348685,-2.1941721,9.752697,6.4978957,POP_B
IND0256,17.451624,-0.9671113,-5.7807593,-0.9093043,0.030798167,-5.1758275,3.2071455,14.485203,2.3395073,1.570066,POP_B
IND0257,13.516381,-0.087744415,-7.8611264,3.2162187,-10.663504,4.370446,-1.9171417,-7.778514,7.123241,-1.3533581,POP_B
IND0258,14.462192,-1.2641231,0.043508034,2.6083806,-3.951795,0.8912195,-2.2571144,4.5453777,-6.759793,-3.3963392,POP_B
IND0259,15.546074,-0.39907864,-7.4753036,0.48119152,-1.0379168,-0.47575754,0.23884378,-9.908235,15.419642,-1.1441058,POP_B
IND0260,0.32626212,0.99008346,0.7789383,-5.2472835,-5.8145905,5.34903,-8.644962,9.542655,-2.4162855,-4.0370436,POP_B
IND0261,17.904276,5.0609617,13.424557,-5.6227217,-16.432844,1.3326708,-3.7158377,1.6156913,7.6519575,-13.794197,POP_B
IND0262,14.064469,0.6105177,-3.1759534,1.0743484,-11.399296,0.70058113,0.32377002,-0.6188463,7.1201153,-1.4762923,POP_B
IND0263,12.999017,-4.6254525,19.0862,-17.001654,10.21472,3.8003411,-5.9483275,-11.902365,0.912346,7.4230638,POP_B
IND0264,13.794744,-1.9148332,-3.2264414,2.0754554,5.9927716,4.006222,-0.3026163,-3.760944,-4.2590117,0.7347973,POP_B
IND0265,15.459301,2.3370926,-0.98154587,0.9013916,6.9783072,-4.1539316,-4.3090773,-4.9765925,-4.7953415,-7.172138,POP_B
IND0266,13.605293,-0.26662043,0.6533295,-2.9963813,-5.042882,-3.4355803,1.1159371,4.751648,1.4055914,-1.901148,POP_B
IND0267,14.932389,-0.73446923,-4.227186,0.323548,-5.4972463,-6.828521,-1.9611192,9.064978,10.991392,1.5137142,POP_B
IND0268,13.301351,0.116874464,-8.963003,-0.10781214,-7.8498,-5.6148977,-2.984322,-1.18514,8.214105,-1.2294763,POP_B
IND0269,17.317513,-0.45983,4.608773,0.25582522,0.7598099,0.82383657,3.8704276,4.442043,-7.7292595,-5.756492,POP_B
IND0270,15.127887,-1.5204269,-1.3217171,1.4702889,6.1765018,-0.07125606,3.1499753,-2.6596947,-5.1656938,-3.339842,POP_B
IND0271,13.132896,0.60647595,-3.4318223,-0.2893663,-1.0933464,2.257794,-12.763558,-3.8801124,-5.0173535,-5.3541307,POP_B
IND0272,12.275888,-5.243242,6.2331405,0.33886847,-2.092218,0.31502038,12.176928,0.90881926,-8.224633,-1.2490957,POP_B
IND0273,15.704363,-3.1848443,5.3959203,-8.313044,28.981443,-2.2964463,-4.102963,1.3483155,-0.88858944,-14.034469,POP_B
IND0274,16.57271,0.45402074,-3.0489717,4.885015,-1.8595695,-2.204527,2.9117217,-6.6222763,-5.714608,-8.894451,POP_B
IND0275,11.430414,2.8297796,-5.8225675,0.75054705,-11.393404,7.5819845,-15.735211,3.1832047,-1.3415871,-3.6808782,POP_B
IND0276,-1.1230131,-0.9764578,1.7264134,0.21442322,-1.9807992,-4.0799603,-6.6633945,1.6011264,-1.0299289,7.6989164,POP_B
IND0277,17.157839,0.33038473,-3.9660156,9.004027,2.519526,-0.83095413,2.3756108,3.6871297,-1.9649072,3.8484619,POP_B
IND0278,15.825469,-1.3629566,21.665813,-10.629365,1.2644058,6.6908445,-4.619028,-7.5252643,2.7010198,8.47284,POP_B
IND0279,13.192796,4.9074917,-5.2313647,3.4861414,9.013991,-5.9205003,2.1775484,-3.4319594,-13.213632,2.8099117,POP_B
IND0280,18.419868,3.6672285,27.82765,-14.91225,-15.956911,8.50465,-8.570793,6.384847,4.237856,-12.232315,POP_B
IND0281,15.012472,2.9482436,-1.2341291,0.9171901,10.091563,-6.5255513,0.061261702,0.92978,-2.591927,-11.64575,POP_B
IND0282,14.444216,-1.8042777,-9.965488,7.434561,4.845792,7.9426494,-4.9205713,-6.866505,-7.7960625,16.265741,POP_B
IND0283,18.15253,1.1493268,3.26537,6.834172,-13.634588,2.85765,6.052968,7.4876585,-2.9895866,5.723399,POP_B
IND0284,15.554527,-0.18487349,-3.5489604,-2.9974103,24.078646,-6.019235,14.192676,20.453356,-2.9789956,7.6473546,POP_B
IND0285,13.3611555,-5.3982816,-15.765911,5.797369,16.9966,4.8551245,-7.3921537,-9.539555,-4.27551,9.457598,POP_B
IND0286,17.848202,2.0434122,10.615558,-0.7932703,-16.061144,1.1619843,0.102665395,5.857974,-5.148775,-8.005708,POP_B
IND0287,12.242443,1.1790215,-13.259076,-3.5648444,0.15213156,-9.582511,-7.779943,6.763862,24.687548,0.20407778,POP_B
IND0288,15.816136,1.8409004,-5.5220394,8.231115,-10.339816,5.5872245,2.4777102,-4.97204,1.5310963,-1.8280073,POP_B
IND0289,16.792465,-0.8933087,3.2078557,4.189966,-2.934625,1.0593256,2.406067,10.954474,-7.579284,4.0959125,POP_B
IND0290,14.430561,1.7400112,-0.13000776,0.9093725,-17.8534,2.2034507,1.1620933,-4.2991004,8.182358,1.3033574,POP_B
IND0291,15.712606,0.9750094,-8.828194,6.211716,3.8788166,1.7559208,0.28337497,-0.015924249,-10.687197,10.605814,POP_B
IND0292,15.095252,-0.5127583,-0.6683267,-1.8511091,0.46299434,1.8647934,-7.9013968,0.3455325,1.1195726,4.2750163,POP_B
IND0293,13.832612,0.40666103,-16.252264,-1.6378593,8.672741,-7.339396,-7.19499,-11.784416,26.019732,-8.731048,POP_B
IND0294,15.18786,-0.70930535,-2.3289993,2.6503527,2.2242923,2.0097213,1.9779587,-0.21047358,0.29350784,4.413076,POP_B
IND0295,16.409182,4.770062,4.443123,2.2673285,-19.657946,0.7214483,3.1080656,-3.4913025,1.6928961,-7.1087227,POP_B
IND0296,16.785725,3.4842923,6.4976892,-1.3369727,-12.791937,-1.7632155,4.7540874,-1.50172,8.264898,-7.973491,POP_B
IND0297,13.787869,0.25505623,-7.5882497,3.0471058,-7.27742,0.7839584,2.68433,-6.01693,1.3038728,5.968119,POP_B
IND0298,16.558355,-0.3918128,-0.47996676,-7.3017607,8.952589,-7.1250763,16.424566,23.520792,12.245241,14.0884075,POP_B
IND0299,16.182524,2.486235,-8.900931,3.9506187,3.2990472,3.0490828,-5.6396074,-3.8575594,-3.442952,1.0646515,POP_B
